Title,Rating,Votes,Duration,Genre
Salve Maria,6.4,479,111.0,Thriller
Borderless Fog,5.2,1300,110.0,Thriller
Kotee,6.3,341,150.0,Thriller
Abraham Ozler,6.6,4200,143.0,Thriller
Beacon,5.7,425,96.0,Thriller
Spring Garden,4.4,179,90.0,Thriller
Protocol-7,5.0,264,98.0,Thriller
The Smile Man,7.5,1500,122.0,Thriller
Dilemma,5.7,475,84.0,Thriller
The Lady of the Lake,2.5,183,87.0,Thriller
Yudhra,5.0,13000,142.0,Thriller
Ballot,6.2,256,102.0,Thriller
Road to Terzetto,7.2,35,96.0,Thriller
Forgive Me Father,3.7,116,77.0,Thriller
Lethally Blonde,4.0,59,91.0,Thriller
The Moon Thieves,6.1,253,108.0,Thriller
Stranger Eyes,6.4,288,125.0,Thriller
Barroz: Guardian of Treasures,3.5,1000,155.0,Thriller
The Wingwalker,7.1,175,117.0,Thriller
Non Negotiable,5.4,1200,87.0,Thriller
The Ritual,3.7,8,100.0,Thriller
The Death That Awaits,5.7,604,102.0,Thriller
Freelance,4.8,341,110.0,Thriller
Miki,6.6,971,106.0,Thriller
Big Rage,3.6,165,115.0,Thriller
Wineville,4.3,223,100.0,Thriller
Customs Frontline,5.4,490,115.0,Thriller
What Happened to Suzy,6.4,73,94.0,Thriller
Haze,6.8,47,76.0,Thriller
Unpredictable,5.4,406,101.0,Thriller
Yeni Safak Solarken,5.7,73,130.0,Thriller
History of Evil,3.4,820,98.0,Thriller
Karma's a Bitch,4.7,33,89.0,Thriller
Charlotte,6.1,155,86.0,Thriller
The Redemption of Sin,5.8,192,116.0,Thriller
10 Days of a Curious Man,5.7,1300,110.0,Thriller
Yesterday Is Almost Here,8.1,9,92.0,Thriller
Dagr,4.4,2700,77.0,Thriller
Thirst Trap,6.9,71,71.0,Thriller
Haunt Season,4.9,785,81.0,Thriller
Visfot,5.7,1200,130.0,Thriller
S.T.A.L.K.E.R.: Shadow of the Zone,5.1,469,72.0,Thriller
Lioness,7.8,173,104.0,Thriller
Puntos suspensivos,6.1,447,90.0,Thriller
Sayara,5.7,278,98.0,Thriller
The Neighbor,5.3,52,52.0,Thriller
You Shall Not Sleep Tonight,4.1,356,77.0,Thriller
Oshi no Ko: The Final Act,6.8,125,129.0,Thriller
ClearMind,4.1,2200,85.0,Thriller
Checkmate,4.3,390,104.0,Thriller
Out of Control,5.9,104,111.0,Thriller
Who's Cheating Who?,7.9,70,96.0,Thriller
To Die Alone,5.8,80,84.0,Thriller
Once Upon a Time in Hollyweird,2.0,152,90.0,Thriller
Blink,7.0,1500,136.0,Thriller
Deadly Invitations,4.2,179,89.0,Thriller
Kangaroo,6.3,174,140.0,Thriller
War Game,5.5,622,94.0,Thriller
Paranoia,4.2,368,95.0,Thriller
The Girl in the Trunk,3.3,345,90.0,Thriller
The Hostage,6.0,11,87.0,Thriller
Bhoothaddam Bhaskar Narayana,6.2,281,141.0,Thriller
Red Night at Skye's,7.0,9,82.0,Thriller
The Kingdom,7.9,89,133.0,Thriller
Jurnal Risa by Risa Saraswati,4.4,290,92.0,Thriller
Ooru Peru Bhairavakona,5.7,1700,133.0,Thriller
White Rose,4.3,465,117.0,Thriller
Respati,5.8,293,112.0,Thriller
Mirza: Part 1 - Joker,6.8,241,165.0,Thriller
Pacific Fear,3.5,206,85.0,Thriller
"Rajagunj: Pooja, Sir",6.4,738,115.0,Thriller
Trinil,4.5,362,105.0,Thriller
Mr. Bachchan,3.6,5300,150.0,Thriller
The Experts,6.1,279,121.0,Thriller
Manipula,8.2,26,94.0,Thriller
Thiru.Manickam,8.1,2600,122.0,Thriller
Algiers,7.8,53,93.0,Thriller
The Manifestation,3.6,189,84.0,Thriller
Vina: Before 7 Days,5.4,594,100.0,Thriller
In Our Blood,6.9,47,89.0,Thriller
Athomugam,7.0,633,130.0,Thriller
Crosspoint,6.5,43,100.0,Thriller
Realm of Shadows,7.1,148,85.0,Thriller
Johatsu,5.1,35,83.0,Thriller
Suckers,3.3,121,67.0,Thriller
Una ballena,6.1,76,108.0,Thriller
The Girl Who Wore Yellow Lace,4.5,22,82.0,Thriller
Nirangal Moondru,6.1,535,122.0,Thriller
Legally Veer,7.0,4800,142.0,Thriller
The Sleeping Woman,5.2,569,110.0,Thriller
The Day Everything Changed,8.0,80,97.0,Thriller
Global Harmony,7.0,85,95.0,Thriller
Le Mohican,7.0,153,87.0,Thriller
From Darkness,5.0,557,95.0,Thriller
La Sombra del Juez,8.7,21,110.0,Thriller
Married to a Balla,6.7,98,104.0,Thriller
A Killer in the House,2.7,153,90.0,Thriller
Murder and Cocktails,4.0,361,88.0,Thriller
Midas,4.7,340,85.0,Thriller
Nahir,4.7,1100,122.0,Thriller
Sorry,6.5,14,80.0,Thriller
Rendel: Cycle of Revenge,3.6,245,99.0,Thriller
Jewel Thief,6.2,1000,122.0,Thriller
Passages of Nexus,5.7,251,108.0,Thriller
The Hunted,5.1,373,94.0,Thriller
La Patasola,3.0,36,92.0,Thriller
Do Not Open,2.6,262,91.0,Thriller
The Plot,4.8,382,100.0,Thriller
Baki Hanma VS Kengan Ashura,5.7,1900,62.0,Thriller
Dismissed,8.7,61,91.0,Thriller
THEDÆMON,6.7,42,87.0,Thriller
In Vitro,6.4,130,89.0,Thriller
Campton Manor,3.4,229,83.0,Thriller
Sikaar,8.3,677,150.0,Thriller
Twin Lies,5.6,102,96.0,Thriller
From the Ashes,5.1,1200,90.0,Thriller
Dirty Boy,8.5,20,98.0,Thriller
Un cuento de pescadores,7.3,39,103.0,Thriller
Till Death Do Us Part,6.3,273,108.0,Thriller
Checkmate,6.3,308,125.0,Thriller
Killer Babes,3.5,285,94.0,Thriller
Osomoy,6.9,459,161.0,Thriller
Arenas,7.0,22,94.0,Thriller
The One That Got Away,5.9,10,56.0,Thriller
Appudo Ippudo Eppudo,4.7,231,120.0,Thriller
The Cursed Land,5.5,292,128.0,Thriller
Oru Kattil Oru Muri,4.6,60,125.0,Thriller
Abducted Off the Street: The Carlesha Gaither Story,6.9,178,90.0,Thriller
Ruslaan,3.3,1200,120.0,Thriller
Kill Victoria,6.3,29,90.0,Thriller
EVOL: A Love Story in Reverse,5.7,2300,122.0,Thriller
Barda,5.3,175,99.0,Thriller
Dandupalayam,5.8,1300,137.0,Thriller
Bangkok Breaking: Heaven and Hell,5.8,668,146.0,Thriller
Skeletons in the Closet,3.0,566,92.0,Thriller
Star Abyss,3.8,247,86.0,Thriller
Quotation Gang Part 1,8.8,21,118.0,Thriller
A Savior Red,5.8,241,87.0,Thriller
Drone,5.5,189,110.0,Thriller
Siren,6.4,2900,154.0,Thriller
Earthquake Underground,3.3,196,83.0,Thriller
Kali,7.8,424,91.0,Thriller
Hunting Daze,6.2,459,79.0,Thriller
Sabari,6.5,5400,129.0,Thriller
Partners,4.8,119,110.0,Thriller
Adopted,4.0,221,83.0,Thriller
Smoke Signals,6.4,351,95.0,Thriller
Malaikottai Vaaliban,6.0,4100,156.0,Thriller
Klandestin,6.4,23,124.0,Thriller
Perewangan,5.5,149,109.0,Thriller
El aspirante,5.1,87,94.0,Thriller
Double Ismart,2.9,2100,156.0,Thriller
Wake,3.4,264,85.0,Thriller
Tenant,4.4,2200,96.0,Thriller
Final Heist,4.4,153,83.0,Thriller
Samandar,7.7,140,172.0,Thriller
Operation Valentine,5.3,1400,133.0,Thriller
A Mirror of Deception,7.4,22,87.0,Thriller
I Heard You Buy Souls,3.1,47,88.0,Thriller
The Killers,6.1,76,119.0,Thriller
Una storia nera,5.8,140,100.0,Thriller
Swargam,4.7,306,108.0,Thriller
The Marriage Pass,6.0,125,90.0,Thriller
The Actor,3.4,733,128.0,Thriller
Metamorfosi dell'essere,7.3,82,105.0,Thriller
Drive,5.6,333,90.0,Thriller
Hunters on a White Field,4.9,455,100.0,Thriller
The Playroom,6.7,160,100.0,Thriller
Clownface 3,9.0,36,104.0,Thriller
Silence 2: The Night Owl Bar Shootout,6.2,1900,142.0,Thriller
The Birthday Boy,8.2,3000,118.0,Thriller
Aiden,2.6,123,74.0,Thriller
Bad Fish,3.4,318,84.0,Thriller
Burning Butterflies,8.5,74,103.0,Thriller
The Epidemic,5.7,72,95.0,Thriller
Robbin,5.6,183,118.0,Thriller
They Turned Us Into Killers,2.7,255,86.0,Thriller
Bhaje Vaayu Vegam,6.1,555,136.0,Thriller
Shark Island,3.2,115,81.0,Thriller
Sakaratul Maut,5.4,166,107.0,Thriller
Telekinesis,5.9,60,106.0,Thriller
The American Backyard,6.2,160,107.0,Thriller
"Silent Night, Bloody Night 3: Descent",3.3,193,100.0,Thriller
Dark Feathers: Dance of the Geisha,5.9,853,93.0,Thriller
Mommy Meanest,5.1,256,87.0,Thriller
Don't Look Back... I Know Your Origins,4.5,81,104.0,Thriller
Zebra,7.2,3200,164.0,Thriller
Inti Number 13,7.7,1100,127.0,Thriller
Noise,5.9,20,95.0,Thriller
Camp Blood: Clown Shark,3.3,87,70.0,Thriller
The Senator,5.7,78,86.0,Thriller
Silvio,3.0,514,114.0,Thriller
The Company Called Glitch That Nobody and Everybody Wanted,3.3,191,107.0,Thriller
Scopophobia,5.9,52,100.0,Thriller
Captain Miller,6.5,8600,157.0,Thriller
Chateau,4.0,278,83.0,Thriller
Where Is Gilgamesh?,9.0,607,90.0,Thriller
Filthy Animals,7.3,91,96.0,Thriller
The Seeds,4.9,94,113.0,Thriller
The Train of Death,4.7,689,103.0,Thriller
Daemon Mind,4.9,32,101.0,Thriller
Game On,5.3,2300,140.0,Thriller
Hitler,5.2,305,128.0,Thriller
Catch a Killer,6.4,12,82.0,Thriller
"Blood, Beach, Betrayal",6.1,79,92.0,Thriller
You Will Die in 6 Hours,4.9,279,91.0,Thriller
Sattam En Kaiyil,8.0,2200,124.0,Thriller
Dog,7.3,67,105.0,Thriller
Pierce,6.5,134,109.0,Thriller
Bato: Road to Death,5.4,772,137.0,Thriller
Tòkunbò,3.9,296,113.0,Thriller
Tell No Lies,5.1,246,104.0,Thriller
Red,4.6,97,114.0,Thriller
Sucha Soorma,6.4,918,136.0,Thriller
Amp House Massacre,3.8,188,80.0,Thriller
Buying Time,6.2,427,84.0,Thriller
"Hemet, or the Landlady Don't Drink Tea",4.3,88,89.0,Thriller
Self Driver,7.0,67,90.0,Thriller
A Girl with Closed Eyes,6.5,14,105.0,Thriller
Dead Whisper,3.9,552,88.0,Thriller
The Seductress from Hell,6.7,18,102.0,Thriller
Sinful Lies,6.9,8,65.0,Thriller
A Widow Seduced,5.0,180,82.0,Thriller
Crocodile Tears,6.8,115,98.0,Thriller
Nadanna Sambhavam,5.8,1400,120.0,Thriller
The Stoic,3.6,330,96.0,Thriller
Scene Number 62,5.3,89,126.0,Thriller
Üç Harfliler: Nazar,4.7,134,94.0,Thriller
Mission: Chapter 1,5.9,1700,144.0,Thriller
Ameena,6.4,19,107.0,Thriller
9 Windows,3.6,309,82.0,Thriller
Satyabhama,5.9,1500,132.0,Thriller
Séance,8.2,13,85.0,Thriller
Antha Naal,8.3,1200,98.0,Thriller
Touchdown,6.8,14,78.0,Thriller
Three,4.7,39,130.0,Thriller
Echo 8,3.9,199,96.0,Thriller
We Work for the Dead,6.7,509,84.0,Thriller
Heather,4.7,19,73.0,Thriller
The Assistant 2,6.4,28,104.0,Thriller
Exit,8.8,58,107.0,Thriller
Tezgah,5.4,88,100.0,Thriller
Dying to Be Famous,4.2,135,85.0,Thriller
The Omicron Killer,2.9,596,98.0,Thriller
Whisper of the Witch,3.9,333,95.0,Thriller
Sorop,6.9,69,103.0,Thriller
Agastya - Chapter 1,6.9,597,168.0,Thriller
Beyond Your Consciousness: The Beginning,6.5,51,90.0,Thriller
Matka,4.7,585,156.0,Thriller
Gawaza Toxic,5.0,200,111.0,Thriller
Ame no naka no yokujô,5.9,75,132.0,Thriller
Losing Lerato 2,9.1,34,96.0,Thriller
Janji Darah,4.4,152,104.0,Thriller
37 : L'ombre et la proie,5.7,126,93.0,Thriller
Hombres Íntegros,7.7,31,89.0,Thriller
Remnant,2.6,317,112.0,Thriller
The Shadow,6.5,261,90.0,Thriller
Ballistic,2.2,161,95.0,Thriller
Beware the Boogeyman,5.3,584,110.0,Thriller
Deadly Obsession,6.8,16,90.0,Thriller
Lost Angels,6.9,26,96.0,Thriller
Os Enforcados,7.0,64,123.0,Thriller
DNA,5.1,210,156.0,Thriller
Tenant,4.7,212,99.0,Thriller
Traumnovelle,6.6,221,109.0,Thriller
The Weekend,6.4,39,117.0,Thriller
Snow Valley,2.8,342,75.0,Thriller
Dead Man,5.1,206,109.0,Thriller
The Sisters,4.7,151,122.0,Thriller
Black Spines,6.9,23,100.0,Thriller
Saindhav,5.1,1600,138.0,Thriller
Turkish Tharkkam,8.8,564,108.0,Thriller
Surviving Lake Lanier,6.7,79,90.0,Thriller
Locha Laapsi,7.2,365,111.0,Thriller
Spithood,5.5,1100,58.0,Thriller
Gadera,5.1,50,108.0,Thriller
Shakhahaari,7.5,1300,145.0,Thriller
A Stranger's Child,5.3,132,88.0,Thriller
The Unrighteous,4.7,27,87.0,Thriller
"Aire, Just Breathe",4.8,194,98.0,Thriller
The A-Frame,7.2,38,82.0,Thriller
Bangsal Isolasi,4.7,162,76.0,Thriller
Trophy Wife,4.8,58,88.0,Thriller
Bahumukham,8.4,4200,90.0,Thriller
Raju Gari Ammayi Naidu Gari Abbayi,8.2,3100,158.0,Thriller
In the Name of Blood,6.2,111,108.0,Thriller
Deadly Fiancée,3.5,97,97.0,Thriller
Kuyang,5.2,474,97.0,Thriller
Vijay LLB: The Advocate,7.0,30,125.0,Thriller
Penaruti rupu,6.2,53,99.0,Thriller
Unknown Caller,7.0,29,63.0,Thriller
Wannabe,4.6,126,102.0,Thriller
Morena,6.8,106,106.0,Thriller
Tobias and the Arcane Merchant,9.0,43,167.0,Thriller
Sheeps Clothing,7.1,24,86.0,Thriller
Marni: The Story of Wewe Gombel,5.9,213,119.0,Thriller
The Past Comes Knocking,5.7,79,81.0,Thriller
Transient,6.4,354,96.0,Thriller
Amityville Bigfoot,3.0,143,88.0,Thriller
Veppam Kulir Mazhai,7.0,2200,132.0,Thriller
Blood and Black,7.5,1100,88.0,Thriller
Sway,7.8,21,99.0,Thriller
Holnap meghalok,4.6,86,85.0,Thriller
This Land of Mine,6.8,8,90.0,Thriller
Agapouse ta louloudia perissotero,5.3,181,86.0,Thriller
Bozji gnjev,7.2,59,111.0,Thriller
Final Girl: Halloween,4.6,109,85.0,Thriller
The Miranda Brothers,4.4,190,99.0,Thriller
Cursed in Baja,7.6,22,80.0,Thriller
Overdose,9.1,49,135.0,Thriller
Deadbolt,4.6,326,83.0,Thriller
Silk Saree,8.3,1500,120.0,Thriller
Never Have I Ever,6.2,17,97.0,Thriller
Kali,5.1,418,96.0,Thriller
In Tenebras: Into the Darkness,3.3,174,90.0,Thriller
The People Before,7.6,10,87.0,Thriller
A Nanny's Revenge,4.0,170,90.0,Thriller
Sugar Mami,7.6,76,60.0,Thriller
The Old Bachelor,7.8,87,192.0,Thriller
Pa Tako Lep Dan Je Bil,7.6,61,90.0,Thriller
The Jester from Transylvania,4.8,37,102.0,Thriller
Isolation,6.6,533,82.0,Thriller
The Book of the Witch,4.5,116,73.0,Thriller
Buzzheart,6.2,125,110.0,Thriller
The Mousetrap,7.2,22,87.0,Thriller
Granny,8.0,7,40.0,Thriller
Hindsight 2020,7.9,20,120.0,Thriller
Prasanna Vadanam,6.6,538,146.0,Thriller
Wild Animal,8.3,13,19.0,Thriller
Flesh of the Unforgiven,9.2,42,88.0,Thriller
Lucy Grizzli Sophie,6.9,139,89.0,Thriller
Sweet Simona,5.4,147,88.0,Thriller
Cry of Silence,6.2,73,116.0,Thriller
Wasabi - not a fairy tale,5.4,11,119.0,Thriller
Melanie's Grave,4.2,101,101.0,Thriller
C.D: Criminal or Devil,7.4,1300,103.0,Thriller
Black.White.Red.,7.8,24,93.0,Thriller
Mind Wave,5.4,81,77.0,Thriller
Tenement,4.7,115,88.0,Thriller
Bond of Justice: Kizuna Part I - Encounter,6.2,18,92.0,Thriller
Pattaya Heat,5.6,223,117.0,Thriller
Fanatic,4.9,21,90.0,Thriller
Mudo Kannu,6.6,2100,100.0,Thriller
Swoon,5.7,16,83.0,Thriller
The Star City Murders,4.1,142,79.0,Thriller
The Deceitful Wife,5.8,21,91.0,Thriller
Karl Denke,5.8,88,102.0,Thriller
Green Bones,7.7,188,96.0,Thriller
Ranam Aram Thavarel,5.9,803,121.0,Thriller
Mong Vuot,5.3,123,96.0,Thriller
Natatorium,5.7,103,105.0,Thriller
1134,6.3,1300,103.0,Thriller
Run!,3.5,102,86.0,Thriller
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,65.0,Thriller
Intrusive,6.9,15,151.0,Thriller
Nina,5.7,390,105.0,Thriller
Teenz,4.4,864,122.0,Thriller
O2,6.6,7900,105.0,Thriller
The Memory in My Heart,8.5,44,104.0,Thriller
The Reflected Self,7.3,41,101.0,Thriller
This Never Happened,4.7,377,90.0,Thriller
Uninvited,6.5,77,93.0,Thriller
Guys at Parties Like It,3.9,170,79.0,Thriller
Honeymoon,6.7,88,84.0,Thriller
The Trophy Bride,6.1,46,112.0,Thriller
CID Ramachandran Retd SI,6.9,574,128.0,Thriller
Woman with the Red Lipstick,5.4,194,87.0,Thriller
Reloaded 2,7.7,1100,45.0,Thriller
Swing Bout,8.7,175,90.0,Thriller
Pasar Setan,6.8,58,96.0,Thriller
The Evil Three,6.7,993,30.0,Thriller
Hubba,5.9,1100,135.0,Thriller
Dosen Ghaib: It's Nighttime or You Already Know,4.1,286,94.0,Thriller
Glory Hole,6.6,32,95.0,Thriller
Dangerous Affair,6.4,20,92.0,Thriller
Foreclosure 2,3.5,108,77.0,Thriller
Tummy Monster,8.1,42,88.0,Thriller
In the Name of God,5.2,158,89.0,Thriller
Hell Is Other People,6.5,22,123.0,Thriller
Kokuhaku Confession,5.6,149,74.0,Thriller
A Strange House,5.5,320,110.0,Thriller
Rakshana,5.4,1100,139.0,Thriller
Scammy Boys,4.3,56,104.0,Thriller
Anchakkallakokkan,6.6,1000,126.0,Thriller
13th Summer,4.2,171,96.0,Thriller
Finder,6.1,87,111.0,Thriller
Devil Hunters,8.8,127,120.0,Thriller
Chasing Raine,2.3,187,101.0,Thriller
Pottel,8.2,2700,148.0,Thriller
Cold Blows the Wind,3.9,354,85.0,Thriller
Spark,5.3,51,110.0,Thriller
Marine Drive,9.5,50,105.0,Thriller
Weapon,5.5,5500,120.0,Thriller
The Gatekeeper,5.3,18,97.0,Thriller
Kiss of the Con Queen,7.2,28,117.0,Thriller
No Such Person,6.5,16,81.0,Thriller
I Saw Black Clouds,3.9,26,79.0,Thriller
Tariq,6.2,18,122.0,Thriller
ElemenTory,4.6,253,110.0,Thriller
Agrinai,8.0,66,93.0,Thriller
Hovering Blade,6.1,237,107.0,Thriller
What Happens in Miami,4.3,220,90.0,Thriller
River of Ghosts,3.0,305,102.0,Thriller
Pikhaas,9.5,12,134.0,Thriller
The Akaali,5.0,115,145.0,Thriller
Dünya Mali: Eksi Bir,7.2,17,133.0,Thriller
The Strange Dark,8.9,39,84.0,Thriller
Viswam,4.2,644,155.0,Thriller
Beline,5.5,1300,88.0,Thriller
Water Horse,6.0,240,85.0,Thriller
Aarambham,6.7,481,134.0,Thriller
Bloodline,9.2,49,80.0,Thriller
All We Wanted,3.5,72,103.0,Thriller
Koon,9.0,111,91.0,Thriller
Kartam Bhugtam,6.5,203,131.0,Thriller
Happily Married,8.0,1000,90.0,Thriller
Highway 905,7.8,19,86.0,Thriller
105 Minutes,4.1,2300,120.0,Thriller
Above the Knee,6.2,58,90.0,Thriller
Talahib,5.6,17,83.0,Thriller
My Husband Hired a Hitman,4.5,89,92.0,Thriller
Top Floor,6.0,51,74.0,Thriller
Edge of Summer,7.3,42,90.0,Thriller
The Box,3.7,71,79.0,Thriller
Purgatory Station,3.3,57,109.0,Thriller
Night Shoot,5.7,82,98.0,Thriller
Project Dorothy,3.9,3200,80.0,Thriller
Lampir,5.6,189,97.0,Thriller
Shahkot,7.8,65,115.0,Thriller
The Silent Intruder,9.2,67,119.0,Thriller
Obayifo Project,4.1,232,71.0,Thriller
Locust,5.6,51,128.0,Thriller
Feet of Death,3.9,228,106.0,Thriller
La mort viendra,6.0,42,101.0,Thriller
Nindha,7.9,2000,122.0,Thriller
The Mercedes Story: A Troubled Soul,7.6,20,128.0,Thriller
Lizzie Lazarus,4.4,98,91.0,Thriller
Custom,6.7,43,76.0,Thriller
Arctic Hollow,2.3,180,70.0,Thriller
The Captives,3.5,66,73.0,Thriller
Abhi,8.1,45,135.0,Thriller
Kuang Bao Ju Xi,6.0,71,75.0,Thriller
Roommate Regret,5.3,121,84.0,Thriller
The Sintern,4.7,157,98.0,Thriller
The Can,9.0,27,93.0,Thriller
The Whip,6.4,77,82.0,Thriller
Thrayam,4.3,74,114.0,Thriller
Zateryannye,6.0,201,90.0,Thriller
Murivu,7.2,404,102.0,Thriller
On Saniye,5.6,96,72.0,Thriller
The Hunter's Anthology: The Demon Hunter,5.0,95,126.0,Thriller
Trolled,4.2,21,80.0,Thriller
Tale of the Land,6.3,12,99.0,Thriller
El salto,5.7,171,96.0,Thriller
Three,6.5,191,93.0,Thriller
Nueva Tierra,7.6,30,123.0,Thriller
Suburban Nightmare,4.8,29,90.0,Thriller
My Bloody Galentine,5.2,115,102.0,Thriller
Simharoopini,9.2,14,125.0,Thriller
Eddie.,5.3,88,104.0,Thriller
The Alien Report,4.6,151,81.0,Thriller
Who's Watching Us,3.2,45,81.0,Thriller
Perfumed with Mint,6.3,23,111.0,Thriller
Dark World,4.6,15,135.0,Thriller
The Burden of Nine Lives,4.7,101,116.0,Thriller
The Promise,4.8,80,86.0,Thriller
Ext. Car. Night,5.0,85,73.0,Thriller
Virundhu,4.6,682,125.0,Thriller
The Girl with the Fork,3.5,191,94.0,Thriller
Somebody,6.5,10,112.0,Thriller
Para Betina Pengikut Iblis: Part 2,4.0,120,90.0,Thriller
Charlie Tango,3.9,109,98.0,Thriller
Pride,9.0,12,125.0,Thriller
El Tiburón,7.8,6,93.0,Thriller
The Apocalypse Box,3.3,240,86.0,Thriller
Raavsaheb,8.4,7,138.0,Thriller
"Bullets, Brothers and Blood",7.8,15,85.0,Thriller
September Babies,5.8,289,94.0,Thriller
BhamaKalapam 2,5.8,272,128.0,Thriller
Lethal Love Affair,3.8,51,106.0,Thriller
31st Movie,9.6,19,145.0,Thriller
Mephisto,5.4,62,108.0,Thriller
Dark Deceptions,6.2,36,82.0,Thriller
Killcon,9.5,14,31.0,Thriller
Maven,9.4,44,135.0,Thriller
The Suspect List,6.4,187,120.0,Thriller
The Legend of the Vagabond Queen of Lagos,7.8,37,100.0,Thriller
Warning 2,7.1,887,125.0,Thriller
Toxic Harmony,5.1,29,92.0,Thriller
It's a Good Day to Die,4.8,51,87.0,Thriller
A Knife in the Dark,3.2,89,76.0,Thriller
Gold Boy,6.5,134,129.0,Thriller
Jagat,8.0,70,141.0,Thriller
The Night of the Harvest,4.5,496,126.0,Thriller
Societat negra,7.2,22,136.0,Thriller
Dashmi,6.6,120,135.0,Thriller
Watch Them Come Blood,8.0,6,82.0,Thriller
The Camp Host,4.3,290,95.0,Thriller
Matinee,7.6,884,133.0,Thriller
Pungut,6.7,11,100.0,Thriller
Hain,2.9,45,95.0,Thriller
Abaddon's Pit,5.6,43,93.0,Thriller
Pizza Boy Rick,7.2,1200,81.0,Thriller
Tóxico,5.9,12,88.0,Thriller
Dickweed,7.1,36,90.0,Thriller
Neo-Dome,6.7,17,15.0,Thriller
Quantum Suicide,6.3,18,87.0,Thriller
Eravamo bambini,6.4,204,101.0,Thriller
7 Keys,6.4,31,93.0,Thriller
Omar,6.2,261,125.0,Thriller
Hunt,5.8,29,120.0,Thriller
Birthmark,4.5,194,117.0,Thriller
Lipstick,6.4,28,145.0,Thriller
IRaH,6.9,308,140.0,Thriller
Sir,7.9,1800,132.0,Thriller
Darshini,8.5,2100,120.0,Thriller
Mi bestia,5.6,80,76.0,Thriller
Karanliktan Kacis,6.5,21,97.0,Thriller
Keep Breathing,3.5,12,112.0,Thriller
Nico,8.3,45,109.0,Thriller
The Perfect Mother,5.4,45,92.0,Thriller
Naa Ninna Bidalaare,7.6,1100,142.0,Thriller
Room 0,3.1,213,102.0,Thriller
Anak Perjanjian Syaitan 2,6.6,33,89.0,Thriller
Vasco Da Gama,4.7,2900,125.0,Thriller
Election,5.9,809,120.0,Thriller
Obraz,7.6,17,95.0,Thriller
My Little Nightmare,2.4,104,133.0,Thriller
Blood Dried Hands,5.4,36,115.0,Thriller
The Creep,6.2,46,129.0,Thriller
Dr. Jason II - Lights & Shadows,4.9,329,62.0,Thriller
Smrst,5.5,157,122.0,Thriller
Dying for Fame,5.3,154,89.0,Thriller
Döngü,5.6,117,81.0,Thriller
Indera,6.0,13,104.0,Thriller
4N6,9.6,62,117.0,Thriller
Thankamani,4.6,229,156.0,Thriller
Operation Laila,5.5,55,123.0,Thriller
Breaking Tradition,6.9,26,87.0,Thriller
Una jirafa en el balcón,5.3,59,90.0,Thriller
Tipppsy,8.2,33,115.0,Thriller
As Neves,5.4,159,83.0,Thriller
Cuadrilátero,7.5,10,81.0,Thriller
Kaljiga,8.2,39,114.0,Thriller
Abnormal: Buas,5.6,26,90.0,Thriller
Frka,7.7,74,109.0,Thriller
Murderous Intentions,4.8,24,77.0,Thriller
The Rapper Who Got Shot in the Heel,3.7,19,50.0,Thriller
Niyathi,6.8,174,113.0,Thriller
La coda del diavolo,5.5,436,95.0,Thriller
Played and Betrayed,5.6,79,135.0,Thriller
Housekeeping,6.0,41,98.0,Thriller
Segredos,5.5,18,120.0,Thriller
The Women in the Lakes,4.9,28,141.0,Thriller
The Devil and Red Wine,6.2,27,101.0,Thriller
Voploshchenie,4.4,25,132.0,Thriller
Waterdrop,7.2,39,90.0,Thriller
Ibiza Dark,8.4,16,95.0,Thriller
Landkrimi: Steirergift,6.3,67,90.0,Thriller
Ga la,4.3,20,97.0,Thriller
Sambavami Yuge Yuge,7.6,625,163.0,Thriller
The Stepdaughter,5.3,228,105.0,Thriller
Jason in Indianapolis: A Friday the 13th Tribute,7.2,20,120.0,Thriller
Make a Wish,4.2,33,173.0,Thriller
Winemaker,5.9,27,59.0,Thriller
Tiempo de Pagar,7.4,48,63.0,Thriller
Undying,6.7,13,26.0,Thriller
Kaliachak: Chapter1,7.3,124,107.0,Thriller
Squali,7.7,8,106.0,Thriller
Maunam,8.5,45,106.0,Thriller
Anthima Theerpu,7.0,1500,133.0,Thriller
Psycho Ex,4.3,448,80.0,Thriller
Lubuk,6.6,81,86.0,Thriller
Krzyk: Losing Control,6.2,11,80.0,Thriller
Suami Yang Lain,8.1,35,112.0,Thriller
Hundswut,6.1,71,124.0,Thriller
Agathokakological,5.0,143,114.0,Thriller
Insane Like Me?,4.5,54,86.0,Thriller
Tauba Tera Jalwa,5.8,16,130.0,Thriller
Nasha Jurm Aur Gangsters,6.6,2600,137.0,Thriller
Park,7.0,376,117.0,Thriller
LLB: Life Line of Bachelors,7.9,162,122.0,Thriller
Bury Him,7.4,13,88.0,Thriller
Highway Sheila: Resurrection,8.5,52,140.0,Thriller
Joshua: Imai Pol Kaka,4.5,587,130.0,Thriller
Gossip to Die For,5.3,81,94.0,Thriller
The Eye of the Salamander,7.9,20,81.0,Thriller
Di Renjie: Tongtian xuan an,7.2,16,85.0,Thriller
Hebzucht,3.3,9,93.0,Thriller
Reeza GTR,7.4,14,91.0,Thriller
There Is a Monster,3.8,168,82.0,Thriller
The Haunting of Hollywood,7.1,268,85.0,Thriller
Goodbye Hamdi,6.2,9,85.0,Thriller
Who Killed Angel Adams?,6.3,24,76.0,Thriller
